source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
119,,,branch_north.xlsx,branch,MATILDA AINSWORTH,,07126226563,, matilda.ainsworth@examplemail.co.uk ,,INV1118,,10-03-2025,,on site setup,,Standard,,north,,MANCHESTER,,United Kingdom,£700,,4,,,,,,,
120,,,branch_north.xlsx,branch,SAMUEL BRAMWELL,,00000000000,,samuel.bramwell@examplemail.co.uk,,1119,,16 January 2025,,premium consultation,,Premium,,Central,,birminham,,United Kingdom,£700,,4,,,,,,,
121,,,branch_north.xlsx,branch, Thomas Sinclair ,,+44 7951 078 441,,thomas.sinclair@@examplemail.co.uk,,1092,,20 Feb 2025,,Maint Visit,,Std,,NORTH HQ,,Mcr,,United Kingdom, 600 ,,3,,,,,,,
122,,,branch_north.xlsx,branch,sebastian sinclair,,00447699226355,,sebastian.sinclair@@examplemail.co.uk,,INV 1049,,18-03-2025,,Prem Consult,,P,,North,,birminham,,United Kingdom,675,,3,,,,,,,
123,,,branch_north.xlsx,branch,SAMUEL BRAMWELL,,00000000000,,samuel.bramwell@examplemail.co.uk,,1119,,16 January 2025,,premium consultation,,Premium,,Central,,birminham,,United Kingdom,£700,,4,,,,,,,
124,,,branch_north.xlsx,branch,JACK BENNETT,,+44 7903 132 646,,jack.bennett@examplemail.co.uk,,INV-1051,,29-01-2025,,Install Support,,Basic,,Central Hub,,Bham,,United Kingdom,£1100,,4,,,,,,,
125,,,branch_north.xlsx,branch,florence chadwick,,00447250519597,, florence.chadwick@examplemail.co.uk ,,INV 1078,,28 Mar 2025,,Priority Service Call,,premium service,,Central,,Bristol,,United Kingdom,200.00,,1,,,,,,,
126,,,branch_north.xlsx,branch,Leo Hollis,,00000000000,,leo.hollis@@examplemail.co.uk,,INV-1083,,2025-04-01,,deep cleaning package,,Premium,,central office,,LEEDS,,United Kingdom,285,,3,,,,,,,
127,,,branch_north.xlsx,branch,HUGO HOLLIS,,07262 915 636,,hugo.hollis@@examplemail.co.uk,,inv-1066,,18-03-2025,,Priority Call,,P,,NORTH HQ,,birminham,,United Kingdom,500.00,,2,,,,,,,
128,,,branch_north.xlsx,branch,Freya Bramwell,,07786066,,freya.bramwell@@examplemail.co.uk,,INV-1036,,06 February 2025,,Priority Service Call,,P,,Central,,LEEDS,,United Kingdom,£900,,4,,,,,,,
129,,,branch_south.csv,branch,Theodore  Marlowe,,00447599154414,,theodore.marlowe@@examplemail.co.uk,,INV-1090,,22-02-2025,,store refresh,,Premium,,central office,,BRISTOL,,United Kingdom,"900,00",,4,,,,,,,
130,,,branch_south.csv,branch,ALICE WAVERLEY,,00447731924051,,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,,inv 1091,,20 Jan 2025,,Maintenance Visit,,Standard,,south office,,Leeds,,United Kingdom,"600,00",,4,,,,,,,
131,,,branch_south.csv,branch, Thomas Sinclair ,,+44 7951 078 441,,thomas.sinclair@@examplemail.co.uk,,1092,,20 February 2025,,Maintenance Visit,,Standard,,North,,manchester ,,United Kingdom,,,3,,,,,,,
132,,,branch_south.csv,branch,poppy chadwick,,00447599277266,,poppy.chadwick@examplemail.co,,inv-1093,,28-03-2025,,operational check,,Standard,,SOUTH,,leeds ,,United Kingdom,"900,00",,4,,,,,,,
133,,,branch_south.csv,branch,samuel blackwell,,07461203124,,samuel.blackwell@examplemail.co,,INV 1094,,24 February 2025,,deep cleaning package,,P,,Central Hub,,Bristol City,,United Kingdom,,,3,,,,,,,
134,,,branch_south.csv,branch, Edward Marlowe ,,07509760,,edward.marlowe@examplemail.co,,INV1095,,25-02-2025,,Store Refresh,,P,,North,,Bristol City,,United Kingdom,,,1,,,,,,,
135,,,branch_south.csv,branch, Phoebe Prescott ,,00447996278008,,phoebe.prescott@examplemail.co,,INV 1096,,14 Jan 2025,,Operational Check,,Std,,South,,Bristol City,,United Kingdom,"450,00",,2,,,,,,,
136,,,branch_south.csv,branch,ISLA ASHCROFT,,00447682624278,,isla.ashcroft@examplemail.co,,,,23 Mar 2025,,Store Refresh,,P,,south office,,leeds ,,United Kingdom,,,4,,,,,,,
137,,,branch_south.csv,branch,IMOGEN KENSINGTON,,07624 232 414,,IMOGEN.KENSINGTON@EXAMPLEMAIL.CO.UK,,inv-1098,,2025-01-19,,Op Check,,Std,,central office,,Manchester,,United Kingdom,"750,00",,3,,,,,,,
138,,,branch_south.csv,branch,Phoebe Darlington,,07200 273 738,,PHOEBE.DARLINGTON@EXAMPLEMAIL.CO.UK,,INV1099,,10-02-2025,,maintenance visit,,Std,,Central Hub,,LEEDS,,United Kingdom,,,2,,,,,,,
139,,,branch_south.csv,branch,ALICE WAVERLEY,,00447731924051,,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,,INV1100,,22/03/25,,Refresh,,premium service,,South Branch,,Leeds,,United Kingdom,,,3,,,,,,,
140,,,branch_south.csv,branch,Amelia Darlington,,07812308209,, amelia.darlington@examplemail.co.uk ,,,,15 Feb 2025,,Install Support,,Standard,,Central,,leeds ,,United Kingdom,"150,00",,1,,,,,,,
141,,,branch_south.csv,branch,henry templeton,,00000000000,, henry.templeton@examplemail.co.uk ,,,,2025-02-01,,operational check,,Basic,,NORTH HQ,,birminham,,United Kingdom,,,3,,,,,,,
142,,,branch_south.csv,branch,rosie collins,,07902099,,rosie.collins@examplemail.co,,,,20 Mar 2025,,priority service call,,prem,,NORTH HQ,,leeds ,,United Kingdom,"300,00",,2,,,,,,,
143,,,branch_south.csv,branch,isla ashcroft,,00447682624278,,isla.ashcroft@examplemail.co,,,,07-02-2025,,Priority Service Call,,prem,,south office,,Leedz,,United Kingdom,350,,2,,,,,,,
144,,,branch_south.csv,branch,Sophie  Winslow,,+44 7694 164 665,, sophie.winslow@examplemail.co.uk ,,,,25-02-2025,,deep cleaning package,,P,,NORTH HQ,,Birmingham,,United Kingdom,£600,,4,,,,,,,
145,,,branch_south.csv,branch,oscar redford,,07511 872 350,,oscar.redford@@examplemail.co.uk,,1106,,18-01-2025,,Prem Consult,,P,,CENTRAL BRANCH,,manchester ,,United Kingdom,,,4,,,,,,,
146,,,branch_south.csv,branch,Sophie Hollis,,07705 557 720,,sophie.hollis@examplemail.co,,1107,,19 Jan 2025,,Install Support,,STD,,central office,,birminham,,United Kingdom,"275,00",,1,,,,,,,
147,,,branch_south.csv,branch, Poppy Mercer ,,00000000000,,poppy.mercer@@examplemail.co.uk,,,,23 February 2025,,priority service call,,premium service,,south office,,Mcr,,United Kingdom,"500,00",,2,,,,,,,
148,,,branch_south.csv,branch,Alfie  Fletcher,,07612957813,,alfie.fletcher@examplemail.co.uk,,,,25/01/25,,Deep Cleaning Package,,prem,,NORTH BRANCH,,leeds ,,United Kingdom,"450,00",,3,,,,,,,
149,,,branch_south.csv,branch, Imogen Hollis ,,07530613729,, imogen.hollis@examplemail.co.uk ,,,,07 Feb 2025,,CCR,,Basic,,South Branch,,Mcr,,United Kingdom,"200,00",,1,,,,,,,
150,,,branch_south.csv,branch,samuel ellison,,07592080,,samuel.ellison@@examplemail.co.uk,,inv 1111,,2025-02-14,,Priority Service Call,,premium service,,North,,Birmingham,,United Kingdom,£150,,1,,,,,,,
151,,,branch_south.csv,branch, George Chadwick ,,00447409268943,,george.chadwick@examplemail.co,,INV1112,,29/01/25,,installation support,,STD,,South,,MANCHESTER,,United Kingdom,,,1,,,,,,,
152,,,branch_south.csv,branch,LUKE WINSLOW,,00000000000,,luke.winslow@examplemail.co.uk,,inv-1113,,02/04/25,,Deep Cleaning Package,,P,,CENTRAL BRANCH,,BIRMINGHAM,,United Kingdom,"500,00",,2,,,,,,,
153,,,branch_south.csv,branch, Phoebe Winslow ,,+44 7879 591 310,,phoebe.winslow@@examplemail.co.uk,,inv-1114,,14 March 2025,,DC,,premium service,,NORTH HQ,,Leedz,,United Kingdom,,,3,,,,,,,
154,,,branch_south.csv,branch, Leo Sterling ,,00000000000,, leo.sterling@examplemail.co.uk ,,INV1115,,17/02/25,,store refresh,,P,,NORTH BRANCH,,Leedz,,United Kingdom,"150,00",,1,,,,,,,
155,,,branch_south.csv,branch,THEODORE MARLOWE,,00447599154414,,theodore.marlowe@@examplemail.co.uk,,,,12-03-2025,,Refresh,,Premium,,Central Hub,,Bristol City,,United Kingdom,"450,00",,3,,,,,,,
156,,,branch_south.csv,branch,PHOEBE DARLINGTON,,07200 273 738,,PHOEBE.DARLINGTON@EXAMPLEMAIL.CO.UK,,,,2025-02-23,,customer care review,,Basic,,Central Hub,,leeds ,,United Kingdom,,,3,,,,,,,
157,,,branch_south.csv,branch,MATILDA AINSWORTH,,07126226563,, matilda.ainsworth@examplemail.co.uk ,,INV 1118,,10-03-2025,,Setup,,STD,,NORTH HQ,,manchester ,,United Kingdom,,,4,,,,,,,
158,,,branch_south.csv,branch,SAMUEL BRAMWELL,,00000000000,,samuel.bramwell@examplemail.co.uk,,INV-1119,,2025-01-16,,premium consultation,,Premium,,Central Hub,,BIRMINGHAM,,United Kingdom,,,4,,,,,,,
159,,,branch_south.csv,branch,George Sutton,,07200 140 141,, george.sutton@examplemail.co.uk ,,inv-1120,,24 March 2025,,Customer Care Review,,STD,,Central,,birminham,,United Kingdom,£550,,2,,,,,,,
160,,,branch_south.csv,branch,Eliza Ainsworth,,07932894,,eliza.ainsworth@examplemail.co,,inv-1121,,14-03-2025,,Operational Check,,Std,,Central Hub,,manchester ,,United Kingdom,,,1,,,,,,,
161,,,branch_south.csv,branch,Evie Chadwick,,00447462388455,,EVIE.CHADWICK@EXAMPLEMAIL.CO.UK,,INV 1122,,2025-03-09,,Priority Service Call,,P,,South Branch,,Leeds,,United Kingdom,,,3,,,,,,,
162,,,branch_south.csv,branch,Eleanor Redford,,00000000000,,eleanor.redford@@examplemail.co.uk,,INV-1123,,14-03-2025,,maintenance visit,,STD,,South,,leeds ,,United Kingdom,,,3,,,,,,,
163,,,branch_south.csv,branch, Isla Templeton ,,00000000000,,isla.templeton@examplemail.co,,,,27 Jan 2025,,Store Refresh,,Premium,,Central,,manchester ,,United Kingdom, 900 ,,4,,,,,,,
164,,,branch_south.csv,branch,ISLA MARLOWE,,00000000000,, isla.marlowe@examplemail.co.uk ,,INV-1125,,16-01-2025,,store refresh,,Premium,,central office,,manchester ,,United Kingdom,600.00,,3,,,,,,,
165,,,branch_south.csv,branch,Henry Templeton,,00000000000,, henry.templeton@examplemail.co.uk ,,,,15 March 2025,,Store Refresh,,P,,North,,Bham,,United Kingdom,"150,00",,1,,,,,,,
166,,,branch_south.csv,branch,Florence Collins,,07679153,,florence.collins@examplemail.co.uk,,,,2025-02-26,,Refresh,,Premium,,south office,,MANCHESTER,,United Kingdom,,,2,,,,,,,
167,,,branch_south.csv,branch,SAMUEL WHITMORE,,00000000000,,SAMUEL.WHITMORE@EXAMPLEMAIL.CO.UK,,,,02 Mar 2025,,Priority Call,,prem,,CENTRAL BRANCH,,Manchester,,United Kingdom,"95,00",,1,,,,,,,
168,,,branch_south.csv,branch, Freya Whitmore ,,00447480424119,,freya.whitmore@examplemail.co,,inv-1129,,11 March 2025,,customer care review,,Std,,Central Hub,,BRISTOL,,United Kingdom,300.00,,2,,,,,,,
169,,,branch_south.csv,branch,Florence  Prescott,,00447630833445,, florence.prescott@examplemail.co.uk ,,,,19 Feb 2025,,installation support,,Std,,Central Hub,,Bristol,,United Kingdom,675.00,,3,,,,,,,
170,,,branch_south.csv,branch,Hugo  Hollis,,07262 915 636,,hugo.hollis@@examplemail.co.uk,,INV 1131,,19 Mar 2025,,Priority Call,,Premium,,NORTH HQ,,BIRMINGHAM,,United Kingdom,"380,00",,4,,,,,,,
171,,,branch_south.csv,branch,ivy langley,,+44 7477 698 143,,ivy.langley@examplemail.co,,,,24 Jan 2025,,Customer Care Review,,Standard,,south,,Birmingham,,United Kingdom,275.00,,1,,,,,,,
172,,,branch_south.csv,branch,MARTHA PRITCHARD,,00000000000,, martha.pritchard@examplemail.co.uk ,,,,2025-03-24,,Installation Support,,Standard,,NORTH HQ,,MANCHESTER,,United Kingdom, 600 ,,4,,,,,,,
173,,,branch_south.csv,branch,rosie darlington,,07357 553 274,,rosie.darlington@@examplemail.co.uk,,inv-1134,,27/02/25,,Installation Support,,Basic,,North,,MANCHESTER,,United Kingdom,,,1,,,,,,,
174,,,branch_south.csv,branch,Nathan Sinclair,,07379 995 032,,NATHAN.SINCLAIR@EXAMPLEMAIL.CO.UK,,,,07 March 2025,,Deep Cleaning Package,,Premium,,SOUTH,,Leeds,,United Kingdom,£500,,2,,,,,,,
175,,,branch_south.csv,branch,SEBASTIAN CHADWICK,,07214 518 079,,sebastian.chadwick@examplemail.co,,,,2025-03-03,,On Site Setup,,STD,,south,,bristol ,,United Kingdom,"150,00",,1,,,,,,,
176,,,branch_south.csv,branch,Alice  Waverley,,00447731924051,,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,,,,22-03-2025,,On Site Setup,,STD,,south office,,Leedz,,United Kingdom,,,4,,,,,,,
177,,,branch_south.csv,branch,jack bennett,,+44 7903 132 646,,jack.bennett@examplemail.co.uk,,,,19 Mar 2025,,operational check,,Basic,,CENTRAL BRANCH,,Bham,,United Kingdom,,,3,,,,,,,
178,,,branch_south.csv,branch, Oscar Winslow ,,00000000000,,OSCAR.WINSLOW@EXAMPLEMAIL.CO.UK,,,,14/02/25,,Setup,,Standard,,SOUTH,,Manchester,,United Kingdom, 400 ,,2,,,,,,,
179,,,branch_south.csv,branch,amelia fairchild,,00447491079829,,amelia.fairchild@examplemail.co.uk,,inv-1140,,13 Mar 2025,,On Site Setup,,Std,,central office,,Manchester,,United Kingdom,,,3,,,,,,,
180,,,branch_south.csv,branch,amelia fairchild,,00447491079829,,amelia.fairchild@examplemail.co.uk,,INV1141,,2025-03-24,,premium consultation,,P,,Central,,MANCHESTER,,United Kingdom,"900,00",,4,,,,,,,
181,,,branch_south.csv,branch,george langley,,07959629660,, george.langley@examplemail.co.uk ,,1142,,15-01-2025,,Maint Visit,,Standard,,CENTRAL BRANCH,,Leeds,,United Kingdom,£825,,3,,,,,,,
182,,,branch_south.csv,branch,clara bennett,,00000000000,,CLARA.BENNETT@EXAMPLEMAIL.CO.UK,,,,12-03-2025,,Maintenance Visit,,STD,,Central,,BIRMINGHAM,,United Kingdom,"600,00",,3,,,,,,,
183,,,branch_south.csv,branch,Freya  Whitmore,,00447480424119,,freya.whitmore@examplemail.co,,,,29 March 2025,,Prem Consult,,prem,,central office,,Bristol,,United Kingdom,"190,00",,2,,,,,,,
184,,,branch_south.csv,branch,Luke  Ashcroft,,07282 518 553,,luke.ashcroft@examplemail.co.uk,,INV1145,,2025-02-07,,priority service call,,P,,Central Hub,,Mcr,,United Kingdom,"250,00",,1,,,,,,,
185,,,branch_south.csv,branch, Thomas Sutton ,,07906341966,,thomas.sutton@examplemail.co,,INV 1146,,22-01-2025,,Op Check,,Basic,,central office,,Bham,,United Kingdom,"500,00",,2,,,,,,,
186,,,branch_south.csv,branch,Clara  Bennett,,00000000000,,CLARA.BENNETT@EXAMPLEMAIL.CO.UK,,inv-1147,,2025-03-12,,Operational Check,,Std,,Central Hub,,birminham,,United Kingdom,"600,00",,3,,,,,,,
187,,,branch_south.csv,branch, Thomas Sinclair ,,07463527,,thomas.sinclair@examplemail.co,,,,21 Jan 2025,,Deep Cleaning Package,,P,,SOUTH,,Leeds,,United Kingdom,"150,00",,1,,,,,,,
188,,,branch_south.csv,branch, Eleanor Pritchard ,,07434961,,eleanor.pritchard@examplemail.co,,INV1149,,14-01-2025,,Inventory Audit,,STD,,north,,birminham,,United Kingdom,£400,,2,,,,,,,
189,,,branch_south.csv,branch,Poppy Sinclair,,+44 7508 157 429,,poppy.sinclair@examplemail.co,,inv-1150,,17 Feb 2025,,Deep Cleaning Package,,P,,North,,birminham,,United Kingdom,"600,00",,3,,,,,,,
190,,,branch_south.csv,branch,Theodore  Sterling,,07696776072,,theodore.sterling@@examplemail.co.uk,,inv-1151,,18 March 2025,,Priority Call,,P,,Central Hub,,leeds ,,United Kingdom,"800,00",,4,,,,,,,
191,,,branch_south.csv,branch,Oscar  Winslow,,00000000000,,OSCAR.WINSLOW@EXAMPLEMAIL.CO.UK,,,,2025-02-21,,Premium Consultation,,P,,south office,,manchester ,,United Kingdom,£450,,3,,,,,,,
192,,,branch_south.csv,branch, Daniel Chadwick ,,00447336696312,,daniel.chadwick@@examplemail.co.uk,,,,16 Feb 2025,,Customer Care Review,,Standard,,CENTRAL BRANCH,,Bristol City,,United Kingdom,,,2,,,,,,,
193,,,branch_south.csv,branch, Martha Kensington ,,07174041,,MARTHA.KENSINGTON@EXAMPLEMAIL.CO.UK,,INV1154,,2025-02-20,,Priority Service Call,,premium service,,south,,Leeds,,United Kingdom,,,1,,,,,,,
194,,,branch_south.csv,branch, Freya Whitmore ,,00447480424119,,freya.whitmore@examplemail.co,,1155,,20/02/25,,operational check,,Std,,CENTRAL BRANCH,,BRISTOL,,United Kingdom, 750 ,,3,,,,,,,
195,,,branch_south.csv,branch,isla sterling,,07685823118,,ISLA.STERLING@EXAMPLEMAIL.CO.UK,,1156,,13 February 2025,,operational check,,STD,,central office,,manchester ,,United Kingdom,"200,00",,1,,,,,,,
196,,,branch_south.csv,branch, Clara Bennett ,,00000000000,,CLARA.BENNETT@EXAMPLEMAIL.CO.UK,,INV1157,,09-02-2025,,Customer Care Review,,STD,,Central Hub,,birminham,,United Kingdom,800.00,,4,,,,,,,
197,,,branch_south.csv,branch,GEORGE SUTTON,,07200 140 141,, george.sutton@examplemail.co.uk ,,INV1158,,2025-03-15,,store refresh,,prem,,Central Hub,,Bham,,United Kingdom,,,3,,,,,,,
198,,,branch_south.csv,branch,Phoebe Huxley,,00447396618390,,PHOEBE.HUXLEY@EXAMPLEMAIL.CO.UK,,INV1159,,2025-02-07,,on site setup,,STD,,North,,birminham,,United Kingdom,,,2,,,,,,,
199,,,branch_south.csv,branch, Phoebe Prescott ,,00447996278008,,phoebe.prescott@examplemail.co,,,,2025-03-04,,Customer Care Review,,Standard,,south office,,bristol ,,United Kingdom,,,2,,,,,,,
200,,,branch_south.csv,branch,Samuel  Sterling,,00447179308612,,SAMUEL.STERLING@EXAMPLEMAIL.CO.UK,,INV1161,,20 January 2025,,Installation Support,,STD,,South,,manchester ,,United Kingdom,"360,00",,3,,,,,,,
201,,,branch_south.csv,branch,Ivy  Bennett,,00000000000,,ivy.bennett@examplemail.co,,,,2025-01-17,,premium consultation,,premium service,,North Branch,,bristol ,,United Kingdom,300,,2,,,,,,,
202,,,branch_south.csv,branch,florence prescott,,00447630833445,, florence.prescott@examplemail.co.uk ,,1163,,2025-03-07,,Priority Service Call,,Premium,,central office,,Bristol City,,United Kingdom,,,4,,,,,,,
203,,,branch_south.csv,branch,SEBASTIAN SINCLAIR,,00447699226355,,sebastian.sinclair@@examplemail.co.uk,,,,17/01/25,,Op Check,,Basic,,NORTH BRANCH,,BIRMINGHAM,,United Kingdom,"1100,00",,4,,,,,,,
204,,,branch_south.csv,branch,Ivy Bennett,,00000000000,,ivy.bennett@examplemail.co,,,,22/03/25,,Deep Cleaning Package,,premium service,,North,,Bristol City,,United Kingdom,£250,,1,,,,,,,
205,,,branch_south.csv,branch,alfie ainsworth,,07386 480 450,,alfie.ainsworth@examplemail.co.uk,,,,06 Feb 2025,,deep cleaning package,,premium service,,south office,,MANCHESTER,,United Kingdom,,,1,,,,,,,
206,,,branch_south.csv,branch, Eleanor Huxley ,,07378 304 807,,ELEANOR.HUXLEY@EXAMPLEMAIL.CO.UK,,INV-1167,,2025-03-20,,Prem Consult,,prem,,South Branch,,Bristol City,,United Kingdom,"380,00",,4,,,,,,,
207,,,branch_south.csv,branch,AMELIA FAIRCHILD,,00447491079829,,amelia.fairchild@examplemail.co.uk,,1168,,02 Feb 2025,,store refresh,,prem,,Central,,Manchester,,United Kingdom, 750 ,,3,,,,,,,
208,,,branch_south.csv,branch,Samuel  Blackwell,,07461203124,,samuel.blackwell@examplemail.co,,,,27 February 2025,,Refresh,,prem,,Central Hub,,Bristol City,,United Kingdom,"360,00",,3,,,,,,,
209,,,branch_south.csv,branch,GEORGE BLACKWELL,,07161073,,george.blackwell@examplemail.co.uk,,inv-1170,,2025-03-01,,Priority Call,,Premium,,South Branch,,manchester ,,United Kingdom,,,2,,,,,,,
210,,,branch_south.csv,branch,THEODORE COLLINS,,07209747451,,theodore.collins@examplemail.co,,INV-1171,,2025-03-10,,Maintenance Visit,,Std,,North,,Leedz,,United Kingdom,"700,00",,4,,,,,,,
211,,,branch_south.csv,branch, Freya Crawford ,,00000000000,, freya.crawford@examplemail.co.uk ,,inv-1172,,23 February 2025,,Op Check,,Basic,,Central Hub,,Bristol City,,United Kingdom,£240,,2,,,,,,,
212,,,branch_south.csv,branch,Leo  Blackwell,,00000000000,, leo.blackwell@examplemail.co.uk ,,INV 1173,,29/03/25,,Store Refresh,,prem,,North,,birminham,,United Kingdom,"240,00",,2,,,,,,,
213,,,branch_south.csv,branch,eliza ellison,,+44 7220 117 054,,ELIZA.ELLISON@EXAMPLEMAIL.CO.UK,,INV 1174,,14/01/25,,Installation Support,,Basic,,south office,,Bham,,United Kingdom,,,2,,,,,,,
214,,,branch_south.csv,branch,George  Crawford,,00000000000,,george.crawford@examplemail.co.uk,,INV 1175,,08/02/25,,operational check,,Std,,NORTH BRANCH,,BIRMINGHAM,,United Kingdom,,,1,,,,,,,
215,,,branch_south.csv,branch, Alfie Fletcher ,,07612957813,,alfie.fletcher@examplemail.co.uk,,inv-1176,,08 Feb 2025,,maintenance visit,,Basic,,NORTH HQ,,leeds ,,United Kingdom,"525,00",,3,,,,,,,
216,,,branch_south.csv,branch,Nathan  Blackwell,,07688343096,,NATHAN.BLACKWELL@EXAMPLEMAIL.CO.UK,,,,04 April 2025,,Inv Audit,,Std,,South Branch,,BRISTOL,,United Kingdom, 800 ,,4,,,,,,,
217,,,branch_south.csv,branch,Harry  Blackwell,,07216396,,harry.blackwell@examplemail.co,,,,22 March 2025,,DC,,premium service,,South Branch,,Bham,,United Kingdom, 1100 ,,4,,,,,,,
218,,,branch_south.csv,branch,Eleanor Redford,,00000000000,,eleanor.redford@@examplemail.co.uk,,INV-1179,,02-04-2025,,CCR,,Standard,,south office,,Leedz,,United Kingdom,1000.00,,4,,,,,,,
219,,,branch_south.csv,branch,FLORENCE CHADWICK,,00447250519597,, florence.chadwick@examplemail.co.uk ,,,,27 Feb 2025,,Maintenance Visit,,Std,,CENTRAL BRANCH,,BRISTOL,,United Kingdom,,,2,,,,,,,
220,,,branch_south.csv,branch, Daniel Collins ,,00447813962536,, daniel.collins@examplemail.co.uk ,,inv 1181,,2025-03-10,,Inventory Audit,,Std,,NORTH BRANCH,,Bristol City,,United Kingdom,,,4,,,,,,,
221,,,branch_south.csv,branch,SOPHIE BRAMWELL,,+44 7153 992 714,,sophie.bramwell@examplemail.co,,,,11 February 2025,,on site setup,,Basic,,South Branch,,Manchester,,United Kingdom,"275,00",,1,,,,,,,
222,,,branch_south.csv,branch,Ivy  Langley,,+44 7477 698 143,,ivy.langley@examplemail.co,,INV-1183,,19 March 2025,,Prem Consult,,P,,SOUTH,,Birmingham,,United Kingdom,,,3,,,,,,,
223,,,branch_south.csv,branch, Nathan Bramwell ,,07634366,, nathan.bramwell@examplemail.co.uk ,,inv 1184,,28 March 2025,,Install Support,,Basic,,south office,,Manchester,,United Kingdom,"350,00",,2,,,,,,,
224,,,branch_south.csv,branch,Matilda Whitmore,,07438817025,,matilda.whitmore@@examplemail.co.uk,,,,21/02/25,,on site setup,,STD,,CENTRAL BRANCH,,MANCHESTER,,United Kingdom, 350 ,,2,,,,,,,
225,,,branch_south.csv,branch,Arthur Mercer,,07463016614,,arthur.mercer@@examplemail.co.uk,,INV 1186,,2025-02-10,,Operational Check,,Basic,,NORTH HQ,,Birmingham,,United Kingdom,700.00,,4,,,,,,,
226,,,branch_south.csv,branch,hugo winslow,,07570040006,,hugo.winslow@@examplemail.co.uk,,,,15 Feb 2025,,Customer Care Review,,Standard,,central office,,bristol ,,United Kingdom,£600,,3,,,,,,,
227,,,branch_south.csv,branch,beatrice bramwell,,07338 836 384,,beatrice.bramwell@examplemail.co,,INV-1188,,16 Mar 2025,,customer care review,,Standard,,North,,BRISTOL,,United Kingdom,,,1,,,,,,,
228,,,branch_south.csv,branch,MATILDA AINSWORTH,,07126226563,, matilda.ainsworth@examplemail.co.uk ,,,,26 Feb 2025,,Setup,,Std,,North Branch,,Manchester,,United Kingdom,£175,,1,,,,,,,
229,,,branch_south.csv,branch,George  Langley,,07959629660,, george.langley@examplemail.co.uk ,,INV1190,,2025-02-12,,DC,,P,,CENTRAL BRANCH,,LEEDS,,United Kingdom,"450,00",,3,,,,,,,
230,,,branch_south.csv,branch,SAMUEL ELLISON,,07592080,,samuel.ellison@@examplemail.co.uk,,inv-1191,,08 Feb 2025,,CCR,,Std,,NORTH HQ,,BIRMINGHAM,,United Kingdom,£900,,4,,,,,,,
231,,,branch_south.csv,branch, Alfie Ainsworth ,,07386 480 450,,alfie.ainsworth@examplemail.co.uk,,INV-1192,,02-04-2025,,operational check,,STD,,south,,MANCHESTER,,United Kingdom,"450,00",,2,,,,,,,
232,,,branch_south.csv,branch,Edward  Prescott,,07266 211 829,,EDWARD.PRESCOTT@EXAMPLEMAIL.CO.UK,,,,20 March 2025,,Inventory Audit,,Standard,,Central Hub,,Bristol,,United Kingdom,,,1,,,,,,,
233,,,branch_south.csv,branch,EDWARD MARLOWE,,07509760,,edward.marlowe@examplemail.co,,inv-1194,,10 January 2025,,deep cleaning package,,P,,North Branch,,bristol ,,United Kingdom,,,2,,,,,,,
234,,,branch_south.csv,branch, Florence Chadwick ,,00447250519597,, florence.chadwick@examplemail.co.uk ,,INV-1195,,06-02-2025,,Deep Cleaning Package,,P,,Central Hub,,Bristol City,,United Kingdom,"285,00",,3,,,,,,,
235,,,branch_south.csv,branch,Phoebe  Winslow,,+44 7879 591 310,,phoebe.winslow@@examplemail.co.uk,,inv-1196,,12-03-2025,,Install Support,,Standard,,NORTH BRANCH,,Leeds,,United Kingdom,"250,00",,1,,,,,,,
236,,,branch_south.csv,branch, Daniel Chadwick ,,00447336696312,,daniel.chadwick@@examplemail.co.uk,,inv-1197,,18 March 2025,,Deep Cleaning Package,,premium service,,Central Hub,,Bristol,,United Kingdom,,,1,,,,,,,
237,,,branch_south.csv,branch,George  Blackwell,,07161073,,george.blackwell@examplemail.co.uk,,INV 1198,,2025-01-22,,Prem Consult,,Premium,,south,,MANCHESTER,,United Kingdom,"350,00",,2,,,,,,,
238,,,branch_south.csv,branch,Phoebe Winslow,,+44 7879 591 310,,phoebe.winslow@@examplemail.co.uk,,1199,,11 Feb 2025,,priority service call,,Premium,,NORTH HQ,,Leeds,,United Kingdom,,,4,,,,,,,
239,,,legacy_export.csv,legacy,FLORENCE CHADWICK,,00000000000,, florence.chadwick@examplemail.co.uk ,,1180,,2025-02-27,,MAINTENANCE VISIT,,STANDARD,,CENTRAL OFFICE,,BRISTOL ,,United Kingdom,350,,2,,,,,,,
240,,,legacy_export.csv,legacy,DANIEL COLLINS,,00000000000,, daniel.collins@examplemail.co.uk ,,INV1181,,10-03-2025,,INVENTORY AUDIT,,STD,,NORTH,,BRISTOL,,United Kingdom,600,,4,,,,,,,
